"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",33,"{""id"":33,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721647.5255949072,7703775.706978292],[721646.7710569405,7703789.014284251],[721667.349365121,7703818.235481868],[721697.8052612279,7703860.352419278],[721736.9040467707,7703911.935378448],[721745.8213136488,7703923.45923103],[721762.5583376355,7703940.059066296]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Lote","inscricao_lote","01.01.0004.0165","text",117,"{""id"":117,""geom"":{""type"":""Polygon"",""coordinates"":[[[721478.9959430416,7703634.872090382],[721503.8881672906,7703640.46713161],[721518.1404850493,7703591.7263808],[721495.0403312908,7703584.671684016],[721494.6613932333,7703584.530213808],[721482.078924944,7703623.796192434],[721478.9959430416,7703634.872090382]]]},""inscricao_lote"":""01.01.0004.0165""}"
"CAD_Secao_Logradouro","nome_logradouro","Rua Vila Gianetti","text",65,"{""id"":65,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721314.9801347126,7703408.932932156],[721314.3863093645,7703412.565961435],[721329.4142635848,7703433.620054215]]]},""tipo"":null,""nome_logradouro"":""Rua Vila Gianetti"",""codigo"":1,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",71,"{""id"":71,""geom"":{""type"":""Point"",""coordinates"":[721485.4497159353,7703592.3321150215]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":181,""unidade"":1,""inscricao"":""01.01.0004.0181.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0312.002","text",61,"{""id"":61,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721382.660238774,7703585.417369267],[721385.2925585092,7703593.696115307],[721372.135772706,7703597.879462248],[721370.4138957595,7703592.464093529],[721379.8668280342,7703589.4584281705],[721378.9864258446,7703586.689529681],[721382.660238774,7703585.417369267]]]]},""inscricao"":""01.01.0004.0312.002""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",73,"{""id"":73,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721202.2529351575,7703628.596388459],[721202.3939324552,7703628.595164793],[721202.5348872772,7703628.591494163],[721202.67575716,7703628.585377675],[721202.8164996664,7703628.576817171],[721202.9570723971,7703628.56581523],[721203.0974330043,7703628.552375167],[721203.2375392038,7703628.53650103],[721203.3773487881,7703628.5181976035],[721203.5168196392,7703628.497470398],[721203.6559097411,7703628.474325661],[721203.7945771923,7703628.448770361],[721203.9327802189,7703628.420812201],[721204.0704771868,7703628.3904596],[721204.2076266144,7703628.357721703],[721204.3441871847,7703628.322608373],[721204.4801177587,7703628.285130188],[721204.6153773868,7703628.245298438],[721204.7499253217,7703628.203125121],[721204.8837210301,7703628.158622945],[721205.0167242058,7703628.111805314],[721205.1488947812,7703628.0626863325],[721205.2801929394,7703628.011280798],[721205.4105791266,7703627.957604197],[721205.5400140634,7703627.901672699],[721205.668458757,7703627.843503153],[721205.7958745131,7703627.783113084],[721205.9222229474,7703627.7205206845],[721206.0474659969,7703627.655744811],[721206.1715659318,7703627.588804975],[721206.2944853666,7703627.519721346],[721206.4161872714,7703627.448514733],[721206.536634983,7703627.375206589],[721206.6557922163,7703627.299818996],[721206.7736230749,7703627.2223746665],[721206.8900920616,7703627.142896932],[721207.0051640898,7703627.061409732],[721207.1188044938,7703626.977937617],[721207.2309790391,7703626.892505734],[721207.3416539326,7703626.805139818],[721207.4507958331,7703626.7158661885],[721207.5583718616,7703626.62471174],[721207.66434961,7703626.531703933],[721207.7686971525,7703626.436870786],[721207.871383054,7703626.340240869],[721207.9723763799,7703626.241843291],[721208.0716467057,7703626.141707694],[721208.169164126,7703626.039864245],[721208.2648992634,7703625.936343624],[721208.358823277,7703625.831177019],[721208.4509078724,7703625.72439611],[721208.5411253086,7703625.616033064],[721208.6294484071,7703625.506120528],[721208.7158505606,7703625.394691613],[721208.8003057401,7703625.281779886],[721208.8827885031,7703625.167419364],[721208.9632740014,7703625.051644497],[721209.0417379886,7703624.934490162],[721209.118156827,7703624.815991654],[721209.1925074954,7703624.69618467],[721209.2647675953,7703624.575105302],[721209.3349153581,7703624.452790026],[721209.4029296516,7703624.32927569],[721209.4687899862,7703624.2045995025],[721209.5324765214,7703624.078799023],[721209.5939700713,7703623.95191215],[721209.6532521109,7703623.823977107],[721209.7103047811,7703623.695032436],[721209.7651108948,7703623.565116982],[721209.8176539413,7703623.434269883],[721209.8679180921,7703623.302530554],[721209.9158882047,7703623.169938686],[721209.9615498281,7703623.03653422],[721210.0048892064,7703622.902357345],[721210.0458932837,7703622.767448484],[721210.0845497074,7703622.631848277],[721210.1208468318,7703622.495597574],[721210.1547737226,7703622.358737421],[721210.1863201592,7703622.221309048],[721210.2154766379,7703622.083353856],[721210.2422343756,7703621.944913403],[721210.266585311,7703621.806029397],[721210.2885221086,7703621.666743675],[721210.3080381597,7703621.527098199],[721210.3251275852,7703621.387135036],[721210.3397852367,7703621.246896352],[721210.3520066987,7703621.106424393],[721210.3617882893,7703620.965761478],[721210.3691270618,7703620.824949981],[721210.3740208053,7703620.684032322],[721210.3764680458,7703620.543050953],[721210.3764680458,7703620.402048345],[721210.3740208053,7703620.261066976],[721210.3691270618,7703620.120149317],[721210.3617882893,7703619.97933782],[721210.3520066987,7703619.838674905],[721210.3397852367,7703619.698202946],[721210.3251275852,7703619.557964262],[721210.3080381597,7703619.418001099],[721210.2885221086,7703619.278355623],[721210.266585311,7703619.139069901],[721210.2422343756,7703619.000185895],[721210.2154766379,7703618.861745442],[721210.1863201592,7703618.72379025],[721210.1547737226,7703618.586361877],[721210.1208468318,7703618.449501724],[721210.0845497074,7703618.313251021],[721210.0458932837,7703618.177650814],[721210.0048892064,7703618.042741952],[721209.9615498281,7703617.908565078],[721209.9158882047,7703617.775160612],[721209.8679180921,7703617.642568744],[721209.8176539413,7703617.510829415],[721209.7680058357,7703617.387191541]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":4,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao",".002","text",158,"{""id"":158,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721196.1345986939,7703275.812673563],[721196.1345986939,7703293.2848692695],[721191.3694544105,7703325.7474147],[721186.7035839662,7703329.916915948],[721163.2093417221,7703303.625740102],[721196.1345986939,7703275.812673563]]]]},""inscricao"":"".002""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",9,"{""id"":9,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",39,"{""id"":39,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721628.5935513811,7703786.956453433],[721666.5262327937,7703831.954353986],[721687.2417296952,7703864.330892189]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0199.005","text",117,"{""id"":117,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721521.5075695368,7703524.979509067],[721524.581958235,7703515.876907235],[721538.308604396,7703520.51305925],[721535.2338526095,7703529.616736107],[721521.5075695368,7703524.979509067]]]]},""inscricao"":""01.01.0002.0199.005""}"
"CAD_Edificacao","inscricao","01.01.0004.0332.001","text",58,"{""id"":58,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721353.7605189268,7703577.829380145],[721360.8793274063,7703597.579732939],[721352.9522019105,7703600.436982568],[721351.7013943841,7703596.96675437],[721345.3385353986,7703599.260180467],[721342.4626610586,7703591.281382757],[721347.8863015719,7703589.326488154],[721344.8940836592,7703581.024907973],[721353.7605189268,7703577.829380145]]]]},""inscricao"":""01.01.0004.0332.001""}"
"CAD_Edificacao","inscricao","01.01.0003.0130.001","text",16,"{""id"":16,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721328.3228215146,7703564.126600205],[721324.045184129,7703551.698329422],[721325.8259834388,7703551.0857330365],[721323.8750385827,7703545.414394882],[721316.0304796566,7703548.112929419],[721316.4480497459,7703549.326793138],[721311.144322964,7703551.151279388],[721311.3559170816,7703551.766377138],[721308.6629092406,7703552.692773988],[721311.3812162168,7703560.594810792],[721316.9801853724,7703558.668760928],[721319.8469311782,7703567.002304958],[721328.3228215146,7703564.126600205]]]]},""inscricao"":""01.01.0003.0130.001""}"
"CAD_Edificacao","inscricao","01.01.0004.0372.001","text",55,"{""id"":55,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721315.6705528245,7703591.459293943],[721322.398694985,7703609.994240411],[721312.1601656713,7703613.710802574],[721310.9335384376,7703610.331642388],[721307.7803681779,7703611.476235808],[721305.2679032946,7703604.554800289],[721310.4998934508,7703602.655600116],[721307.4491876286,7703594.251397622],[721315.6705528245,7703591.459293943]]]]},""inscricao"":""01.01.0004.0372.001""}"
"CAD_Edificacao","inscricao","01.01.0005.0131.001","text",37,"{""id"":37,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721275.6869402633,7703394.25853241],[721270.40860422,7703397.626944226],[721268.3771393612,7703395.178768628],[721273.7943789846,7703391.567275546],[721275.6869402633,7703394.25853241]]]]},""inscricao"":""01.01.0005.0131.001""}"
"CAD_Geocodificacao","inscricao","01.01.0004.0451.001","text",3,"{""id"":3,""geom"":{""type"":""Point"",""coordinates"":[721239.1743377293,7703628.205040464]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":451,""unidade"":1,""inscricao"":""01.01.0004.0451.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0005.0074.002","text",47,"{""id"":47,""geom"":{""type"":""Point"",""coordinates"":[721232.4533756297,7703450.449032282]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":74,""unidade"":2,""inscricao"":""01.01.0005.0074.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0392.001","text",54,"{""id"":54,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721290.7547231462,7703626.05496686],[721288.7796878669,7703620.260083129],[721291.6442117053,7703619.283784742],[721293.5947731284,7703625.0068605635],[721290.7547231462,7703626.05496686]]]]},""inscricao"":""01.01.0004.0392.001""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",54,"{""id"":54,""geom"":{""type"":""Point"",""coordinates"":[721390.2911825319,7703480.459108684]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":49,""unidade"":1,""inscricao"":""01.01.0002.0049.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro","Rua Vila Gianetti","text",77,"{""id"":77,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721428.8553307421,7703553.442692375],[721463.8298972168,7703563.750404034],[721497.852700075,7703574.862690452],[721535.1680322421,7703586.935297917],[721595.9426357349,7703605.044209116],[721653.3310525632,7703623.413865903],[721654.3989452069,7703623.864633523],[721655.4588963462,7703624.333770739],[721656.5105900205,7703624.821137707],[721657.5537127301,7703625.326589147],[721658.587953531,7703625.849974388],[721659.613004126,7703626.3911374165],[721660.628558958,7703626.949916916],[721661.6343153002,7703627.52614632],[721662.6299733467,7703628.119653859],[721663.615236302,7703628.730262617],[721664.5898104688,7703629.357790574],[721665.5534053366,7703630.0020506745],[721666.5057336672,7703630.662850869],[721667.4465115812,7703631.339994178],[721668.375458642,7703632.033278755],[721669.2922979399,7703632.742497936],[721670.1967561742,7703633.467440312],[721671.0885637351,7703634.207889783],[721671.9674547836,7703634.963625629],[721672.8331673312,7703635.734422575],[721673.6854433175,7703636.520050852],[721674.5240286876,7703637.320276271],[721675.3486734678,7703638.134860295],[721676.1591318394,7703638.963560103],[721676.9551622133,7703639.80612867],[721677.7365273004,7703640.662314833],[721678.502994184,7703641.531863373],[721679.2543343877,7703642.414515084],[721679.9903239447,7703643.310006858],[721680.7107434637,7703644.218071758],[721681.4153781951,7703645.138439098],[721682.1040180941,7703646.070834527],[721682.7764578843,7703647.014980105],[721683.4324971179,7703647.970594394],[721684.0719402364,7703648.937392535],[721684.694596628,7703649.915086333],[721685.3002806852,7703650.903384348],[721685.8888118597,7703651.90199198],[721686.460014716,7703652.910611553],[721687.0137189846,7703653.9289424075],[721687.5497596115,7703654.956680989],[721688.0679768086,7703655.993520939],[721688.5682161005,7703657.039153186],[721689.0503283706,7703658.093266037],[721689.5141699064,7703659.155545274],[721689.9596024413,7703660.225674239],[721690.3864931962,7703661.303333939],[721690.7947149195,7703662.388203134],[721691.1841459242,7703663.479958435],[721691.5546701248,7703664.578274402],[721691.9061770719,7703665.682823636],[721692.2385619847,7703666.793276884],[721692.5835380584,7703668.032665936],[721692.907124257,7703669.277810782],[721693.2092246524,7703670.528342295],[721693.4897496866,7703671.783889754],[721693.7486161973,7703673.0440809475],[721693.9857474429,7703674.30854229],[721694.2010731255,7703675.57689893],[721694.3945294112,7703676.84877486],[721694.5660589497,7703678.123793028],[721694.7156108906,7703679.401575456],[721694.8431408989,7703680.681743341],[721694.9486111681,7703681.963917173],[721695.0319904314,7703683.247716851],[721695.0932539706,7703684.53276179],[721695.1323836242,7703685.818671034],[721695.1493677922,7703687.105063374],[721695.1442014393,7703688.391557456],[721695.1168860975,7703689.677771897],[721695.0674298642,7703690.963325394],[721694.9958474009,7703692.247836845],[721694.9021599282,7703693.530925452],[721694.7863952202,7703694.81221084],[721694.6485875954,7703696.091313171],[721694.4887779073,7703697.367853252],[721694.3070135317,7703698.641452651],[721694.1033483531,7703699.911733804],[721693.8778427483,7703701.178320137],[721693.630563569,7703702.440836165],[721693.3615841217,7703703.698907615],[721693.0709841457,7703704.952161527],[721692.7588497903,7703706.200226372],[721692.425273588,7703707.44273216],[721692.0703544284,7703708.679310546],[721691.6941975278,7703709.909594945],[721691.2969143989,7703711.133220635],[721690.878622817,7703712.349824871],[721690.4394467855,7703713.559046988],[721689.979516499,7703714.7605285095],[721689.4989683047,7703715.953913254],[721688.9979446623,7703717.13884744],[721688.4765941012,7703718.314979791],[721687.935071177,7703719.4819616405],[721687.0654233632,7703720.932146242],[721686.1712464127,7703722.367336222],[721685.2527987964,7703723.787116723],[721684.3103460013,7703725.191077345],[721683.3441604534,7703726.578812256],[721682.3545214387,7703727.949920319],[721681.3417150227,7703729.304005198],[721680.3060339676,7703730.640675483],[721679.2477776483,7703731.959544794],[721678.1672519644,7703733.260231898],[721677.0647692535,7703734.542360819],[721675.9406481996,7703735.805560944],[721674.7952137418,7703737.04946713],[721673.6287969799,7703738.273719815],[721672.441735079,7703739.477965114],[721671.2343711717,7703740.661854928],[721670.0070542592,7703741.825047042],[721668.7601391104,7703742.967205223],[721667.4939861591,7703744.087999317],[721666.2089614002,7703745.187105347],[721664.9054362836,7703746.264205606],[721663.5837876068,7703747.318988746],[721662.2443974062,7703748.351149871],[721660.8876528468,7703749.360390624],[721659.5139461096,7703750.346419274],[721658.1236742791,7703751.308950798],[721656.7172392278,7703752.2477069665]]]},""tipo"":null,""nome_logradouro"":""Rua Vila Gianetti"",""codigo"":3,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","tipo",NULL,"text",13,"{""id"":13,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721213.0302458784,7703258.69261346],[721229.1685896004,7703283.816818421],[721245.2196699813,7703307.756250271],[721275.7441604488,7703352.822745185]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",63,"{""id"":63,""geom"":{""type"":""Point"",""coordinates"":[721482.0308464717,7703500.022639505]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":160,""unidade"":3,""inscricao"":""01.01.0002.0160.003"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0201.001","text",64,"{""id"":64,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721466.3117430299,7703601.814108987],[721469.044532984,7703592.04840371],[721474.2829804223,7703593.514306697],[721471.6300629744,7703602.9945852235],[721466.3117430299,7703601.814108987]]]]},""inscricao"":""01.01.0004.0201.001""}"
"CAD_Lote","inscricao_lote","01.01.0002.0069","text",84,"{""id"":84,""geom"":{""type"":""Polygon"",""coordinates"":[[[721384.6015978035,7703494.830456907],[721393.792855965,7703508.589491853],[721395.622347858,7703511.47292369],[721451.6034494345,7703473.058305712],[721440.4027239422,7703469.559300715],[721434.3302339808,7703458.852542099],[721384.6015978035,7703494.830456907]]]},""inscricao_lote"":""01.01.0002.0069""}"
"CAD_Lote","inscricao_lote","01.01.0005.0058","text",12,"{""id"":12,""geom"":{""type"":""Polygon"",""coordinates"":[[[721199.5151360262,7703429.5737677915],[721196.3741037912,7703432.440340899],[721199.4570856902,7703435.751691828],[721163.059001509,7703465.078461462],[721125.1687658533,7703498.103129019],[721145.5307724553,7703526.864463344],[721189.1570150533,7703492.97227082],[721208.0474498546,7703513.682367236],[721235.9558174593,7703485.057108238],[721246.2306598205,7703471.208407666],[721204.6267582275,7703436.31675878],[721199.5151360262,7703429.5737677915]]]},""inscricao_lote"":""01.01.0005.0058""}"
"CAD_Secao_Logradouro","tipo",NULL,"text",7,"{""id"":7,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721065.2966621242,7703371.823383071]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",75,"{""id"":75,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721387.8158541458,7703554.936767936],[721387.9555074879,7703555.284544397],[721388.1022859934,7703555.632476314],[721388.2550810943,7703555.977808337],[721388.4138467609,7703556.320436432],[721388.5785351642,7703556.660257382],[721388.7490966915,7703556.997168817],[721388.9254799605,7703557.331069238],[721389.1076318353,7703557.661858057],[721389.2954974418,7703557.989435624],[721389.4890201851,7703558.313703255],[721389.6881417658,7703558.6345632635],[721389.8928021978,7703558.9519189885],[721390.1029398266,7703559.265674826],[721390.3184913475,7703559.575736256],[721390.539391825,7703559.882009872],[721390.765574712,7703560.184403407],[721390.9969718702,7703560.482825765],[721391.2335135905,7703560.777187046],[721391.475128614,7703561.0673985705],[721391.7217441533,7703561.353372913],[721391.9732859147,7703561.635023922],[721392.2296781205,7703561.91226675],[721392.4908435317,7703562.185017875],[721392.7567034712,7703562.453195132],[721393.027177848,7703562.716717731],[721393.302185181,7703562.975506285],[721393.581642623,7703563.229482833],[721393.8654659868,7703563.478570864],[721394.1535697695,7703563.722695338],[721394.4458671791,7703563.961782713],[721394.74227016,7703564.1957609635],[721395.0426894198,7703564.424559602],[721395.3470344562,7703564.648109702],[721395.6552135844,7703564.86634392],[721395.9671339645,7703565.07919651],[721396.2827016293,7703565.286603351],[721396.601821513,7703565.48850196],[721396.92439748,7703565.684831516],[721397.2503323529,7703565.875532872],[721397.579527943,7703566.060548579],[721397.911885079,7703566.239822903],[721398.2473036372,7703566.413301833],[721398.5856825719,7703566.580933111],[721398.9269199449,7703566.742666236],[721399.2709129578,7703566.898452487],[721399.6175579814,7703567.048244931],[721399.9667505878,7703567.191998444],[721400.3183855816,7703567.329669718],[721400.6723570317,7703567.4612172805],[721401.0285583029,7703567.586601502],[721401.3868820885,7703567.7057846105],[721401.7472204424,7703567.818730701],[721402.1094648114,7703567.925405749],[721402.4735060682,7703568.0257776175],[721402.8392345443,7703568.1198160695],[721403.2065400628,7703568.207492775],[721403.5753119716,7703568.288781323],[721403.9454391771,7703568.363657223],[721404.3168101774,7703568.432097919],[721404.6893130955,7703568.494082794],[721405.062835714,7703568.549593173],[721405.4372655078,7703568.598612335],[721405.8124896787,7703568.641125511],[721406.1883951894,7703568.677119896],[721406.564868797,7703568.706584645],[721406.9417970877,7703568.729510882],[721407.3190665105,7703568.745891701],[721407.696563412,7703568.755722167],[721408.0741740699,7703568.758999318],[721408.4517847279,7703568.755722167],[721408.8292816293,7703568.745891701],[721409.2065510522,7703568.729510882],[721409.5834793429,7703568.706584645],[721409.9599529505,7703568.677119896],[721410.3358584611,7703568.641125511],[721410.7110826321,7703568.598612335],[721411.0855124259,7703568.549593173],[721411.4590350443,7703568.494082794],[721411.8315379624,7703568.432097919],[721412.2029089627,7703568.363657223],[721412.5730361682,7703568.288781323],[721412.941808077,7703568.207492775],[721413.3091135955,7703568.1198160695],[721413.6748420716,7703568.0257776175],[721414.0388833284,7703567.925405749],[721414.4011276974,7703567.818730701],[721414.7614660513,7703567.7057846105],[721415.1197898369,7703567.586601502],[721415.4759911081,7703567.4612172805],[721415.8299625582,7703567.329669718],[721416.181597552,7703567.191998444],[721416.5307901584,7703567.048244931],[721416.877435182,7703566.898452487],[721417.2214281949,7703566.742666236],[721417.562665568,7703566.580933111],[721417.9010445026,7703566.413301833],[721418.2364630608,7703566.239822903],[721418.5688201968,7703566.060548579],[721418.8980157869,7703565.875532872],[721419.2239506599,7703565.684831516],[721419.5465266268,7703565.48850196],[721419.8656465105,7703565.286603351],[721420.1812141753,7703565.07919651],[721420.4931345554,7703564.86634392],[721420.8013136836,7703564.648109702],[721421.10565872,7703564.424559602],[721421.4060779798,7703564.1957609635],[721421.7024809608,7703563.961782713],[721421.9947783704,7703563.722695338],[721422.282882153,7703563.478570864],[721422.5667055169,7703563.229482833],[721422.8461629589,7703562.975506285],[721423.1211702918,7703562.716717731],[721423.3916446686,7703562.453195132],[721423.6575046082,7703562.185017875],[721423.9186700194,7703561.91226675],[721424.1750622251,7703561.635023922],[721424.4266039865,7703561.353372913],[721424.6732195258,7703561.0673985705],[721424.9148345493,7703560.777187046],[721425.1513762696,7703560.482825765],[721425.3827734279,7703560.184403407],[721425.6089563149,7703559.882009872],[721425.8298567923,7703559.575736256],[721426.0454083133,7703559.265674826],[721426.255545942,7703558.9519189885],[721426.4602063741,7703558.6345632635],[721426.6593279548,7703558.313703255],[721426.852850698,7703557.989435624],[721427.0407163046,7703557.661858057],[721427.2228681793,7703557.331069238],[721427.3992514483,7703556.997168817],[721427.5698129756,7703556.660257382],[721427.734501379,7703556.320436432],[721427.8932670455,7703555.977808337],[721428.0460621464,7703555.632476314],[721428.192840652,7703555.284544397],[721428.3335583444,7703554.934117401],[721428.4681728322,7703554.581300893],[721428.5966435623,7703554.22620116],[721428.7189318324,7703553.8689251775],[721428.8350008028,7703553.509580576],[721428.8553307421,7703553.442692375]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":2,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",61,"{""id"":61,""geom"":{""type"":""Point"",""coordinates"":[721468.1654314249,7703532.691836601]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":160,""unidade"":2,""inscricao"":""01.01.0002.0160.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":"""",""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Lote","inscricao_lote","01.01.0003.0336","text",45,"{""id"":45,""geom"":{""type"":""Polygon"",""coordinates"":[[[721276.8566198616,7703445.645591806],[721284.3334051587,7703456.620689492],[721320.1704239515,7703433.378564985],[721311.0712384223,7703419.922192451],[721276.8566198616,7703445.645591806]]]},""inscricao_lote"":""01.01.0003.0336""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",99,"{""id"":99,""geom"":{""type"":""Point"",""coordinates"":[721157.4281846238,7703495.274209689]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":6,""inscricao"":""01.01.0005.0058.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",11,"{""id"":11,""geom"":{""type"":""Point"",""coordinates"":[721352.7155771129,7703591.405439934]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":332,""unidade"":1,""inscricao"":""01.01.0004.0332.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Lote","inscricao_lote","01.01.0002.0259","text",135,"{""id"":135,""geom"":{""type"":""Polygon"",""coordinates"":[[[721561.9708221017,7703584.5661038915],[721580.1980306951,7703590.1481865235],[721580.3751582039,7703590.199790601],[721597.5673568127,7703537.959118432],[721577.1257630611,7703531.715645228],[721561.9708221017,7703584.5661038915]]]},""inscricao_lote"":""01.01.0002.0259""}"
